,title,category
567,"섬에어, 김포~사천 운항으로 서부 경남 하늘길 연다",Social
568,기름값 저렴한 곳 찾는 운전자들,Social
569,사탐런 이어 확통런 본격화…고3 절반이 선택,Social
570,"""새치기를 해?""…싼 기름 찾아간 주유소, 흉기 꺼내든 30대",Social
571,무안공항 올해 재개항 난항… 4월부터 공항 외곽 조사,Social
572,"서울시 ""사고난 유람선이 한강버스?…與, 정정·사과해야""",Social
573,진해 여좌천 벚꽃 공식 만개…화사한 연분홍으로 뒤덮인 군항제,Social
574,"한신대 학생들 ""'유학생 강제 출국' 책임 소재 명백히 규명하라""",Social
575,기름값 싼 주유소에서 새치기 운전자 흉기로 협박한 30대 체포,Social
576,“쯔양 ‘먹토’ 봤다” 허위 제보한 대학 동창…결말은 벌금 700만원,Social
577,"송영기 예비후보, 경남교육감 진보 단일 후보로 선출",Social
578,"박완수 경남지사 ""조세·부동산, 수도권-지방 차별화 필요""",Social
579,울산서 맥주 수천 병 도로에 쏟아져.. 주변 도로 정체,Social
580,이근안 등 국가폭력 가담 경찰 포상 재검토…표창 취소 범위는 쟁점,Social
581,"전북도, 방산소재 밸류체인 가동…한화·현대로템 참여",Social
582,"""쯔양 '먹토' 목격했다"" 허위 제보한 동창…결국 '벌금형'",Social
583,‘양갱 굳히듯’ 쇳물 응고시키는 제철소 자동화기술 첫 성공,Social
584,"서울 구청 보다 초라했던 강원도청, 신청사 착공식",Social
585,프로포폴 투약 운전자 수사하다 덜미…50대 동물병원장 구속,Social
586,"[자막뉴스] 홍서범 사과문에 전 며느리 '분노' ""억지 사과, 그대로 뻔뻔"" 추가 폭로",Social
587,체중은 정상인데 복부 살찐 '마른비만'…'이 질환' 위험↑,Social
588,‘급전 필요한 분’ 연락했더니 보복 대행···현관에 인분 뿌리고 래커칠한 3명 검거,Social
589,진해 여좌천 벚꽃 공식 만개…화사한 연분홍으로 뒤덮인 군항제,Social
590,“애 둘 기저귀 때문에 매일 1장 쓰는데”… 정부 “일반 봉투 허용 검토”,Social
591,서울 첫 반도체 마이스터고 올해 신입생 모집…3명 이상 다자녀는 같은 일반고에 배정,Social
592,창원 공사현장서 불도저 작업중 포탄 발견…연막탄 수거,Social
593,"부산시민단체, 박형준 비판…엘시티·시정보고회 정조준",Social
594,"번역가 황석희, 성범죄 의혹 보도에 ""변호사와 검토 중""",Social
595,맥주병 수천 개 ‘폭포’처럼 쏟아졌다…울산 출근길 정체 빚어,Social
596,고유가 속 주유소에 늘어선 차량…새치기 시비에 흉기까지,Social
597,"'데드풀' 번역가 황석희, 과거 성범죄 의혹 불거져",Social
598,"한국서 베풀며 살던 60대 중국인, 마지막까지 '장기기증'...4명 살리고 떠났다 [따뜻했슈]",Social
599,"기후부장관 ""쓰레기 봉투 부족 시 일반 봉투도 허용""",Social
600,"평창군, '청옥산 지방정원 조성 사업' 공사 재개…4월 본격 착수",Social
601,대전남부순환고속도로서 체험학습 버스 등 5중 추돌…6명 경상,Social
602,"서울시 ""성폭력 혐의 성동문화원장 재임용, 성동구 책임""",Social
603,비염·코막힘 그대로 방치했다간 ‘치매’ 위험 높인다 [진짜 명의에게 물어봐],Social
604,"가로등 박은 30대, 차 안엔 '주사기 145개'...동물병원장이 마약 줬다",Social
605,"한 살배기 딸 때리자 주변에서 신고…40대 엄마 ""칭얼대서 훈육""",Social
606,무면허로 운전대 잡은 불법체류 외국인…5명 다치게 한 뒤 도주,Social
607,“저희 신혼집은 도서관이에요”…구로도서관에 미리내집 들어선다,Social
608,장세일 영광군수 자녀 집 압수수색…금품수수 의혹 수사,Social
609,"""쯔양 '먹토' 봤다"" 허위제보 대학동창에 벌금 700만원 약식명령",Social
610,[단독] 대통령 칭찬한 검찰 공조부마저 인력난…공조2부 신설안 검토,Social
611,“담배 피우지 마라”…키 190cm 격투기 선수 충고에 중학생이 한 행동,Social
612,"경찰, ‘고수익 미끼’ 투자 사기 수거책 잇달아 구속",Social
613,사천공항 ‘하늘길’ 확대…섬에어 김포-사천 취항,Social
614,"부산시 관광 전략, 체류·소비 중심으로 바뀐다",Social
615,[속보]영광군수 예비후보 자녀 금품수수 의혹…실체적 진실 찾기 속도,Social
616,"서울시 ""민주당, 민간유람선 사고 '한강버스' 둔갑…거짓 선동 도 넘어""",Social
617,대전 구봉터널서 수학여행 버스 등 5중 추돌…11명 부상,Social
618,인천 영종국제도시 주거지 ‘고소음 오토바이’ 운행 제한,Social
619,종량제 봉투 ‘품절 사태’... 기후부 장관 “부족 시 일반 봉투 허용”,Social
620,"'성폭력 논란 성동문화원장'에 서울시 ""정원오, 책임 전가 유감""",Social
621,"""지방 대출 풀고 법인세 낮춰야""…박완수, '수도권 잣대' 규제 철폐 주문",Social
622,"""XX 왜 찍냐고요"" 190㎝ 격투기 선수에도 대든 중학생…""요즘 애들 무섭다""",Social
623,'5명 부상' 교통사고 후 도주…불법체류 20대 청년 구속,Social
624,[뉴스브리핑] 오늘의 주요뉴스,Social
625,의료단체 자금 9억 빼돌려 게임 등 사용…20대 경리 실형,Social
626,"기름값 고공행진 속…""왜 끼어들어"" 주유소서 흉기 꺼낸 남성",Social
627,"""日동전파스, 이젠 약국에서""…일동제약, TV광고 공개",Social
628,"‘토박이만 가입’ 어촌계 정관은 차별…인권위, 개정 권고",Social
629,"[6·3창원]강기윤 ""네거티브 연장하면 더 이상 인내하지 않겠다""",Social
630,인천 아시아드 주차장서 ‘차량 바퀴’ 통째 도난…경찰 수사 나서,Social
631,"김희수 진도군수, 해외출장 ‘배우자 동행’ 논란…“부적절” vs “자비 부담”",Social
632,"경찰, '50억대 닭고기 유통 사기' 의혹 수사…도계공장 3곳 압색",Social
633,"기후장관 ""쓰레기 봉투 부족 심각시 일반 봉투 허용""",Social
634,"이인선 ""컷오프 주호영·이진숙, 선당후사의 자세를""",Social
635,"'종량제 봉투 사재기'에...기후장관 ""부족하면 일반 봉투 허용""",Social
636,"카페서 1살 딸 얼굴을 장난감으로 '퍽'…경찰 출동하자 ""학대 아닌 훈육""",Social
637,"조국혁신당, 신안군수 후보 선출 경선 실시되나…김태성·정광호 후보, 입당 선언",Social
638,아이 손 잡고 등교하다 마주친 현수막… 입주민들 '충격',Social
639,"출시 1년만에 900억…'비마약 진통' 시장 개화, 한국은?",Social
640,"JTBC 월드컵 중계권, 방미통위 중재에도…지상파 ""안 사요""",Social
641,"""탈락 성공을 축하합니다""…거절당한 이들의 유쾌한 반란",Social
642,"산업장관, 한국노총에 ""중동위기 비상국면, 노사갈등 휴전하자""",Social
643,제주경마 금지약물 5번째 검출…사태 장기화되나,Social
644,"""VIP에게만 고급 투자 정보"" 3억 원 받아 챙긴 현금 수거책 송치",Social
645,"서울반도체고, 마이스터고로 전환…반도체 인재 양성 속도",Social
646,"""내 전처랑 통화했지?""…죽도 들고 친구 집 난장판 만든 50대, 친구가 용서",Social
647,“왜 새치기 해”…싼 주유소서 순서 기다리다 흉기 위협,Social
648,"그 폭력, 당신은 왜 그렇게 쉽게 잊는가",Social
649,'서울 벚꽃' 평년보다 10일 빠르다…축제 일정도 줄줄이 조정,Social
650,"영주권 얻은 중국인, 장기기증으로 4명에 새 삶",Social
651,“한국서 받은 것 돌려주고파”…4명 살리고 떠난 중국인 용접공,Social
652,영광 전역 덮친 진보당의 현 군수 비방 전단지…민주당 '발끈',Social
653,말소된 차로 무면허-음주운전 사고…불법체류 외국인 영장,Social
654,김영록 “신정훈·강기정 단일화 존중…정책협력으로 공약 계승” [6·3의 선택],Social
655,“종량제 봉투 품귀인가요?”…기후 장관 “최악 상황엔 일반 봉투 사용 허용”,Social
656,"기후부 장관, “종량제 봉투 충분…최악의 상황 시 일반 봉투 허용”",Social
657,"“접수 30분 전 ‘25% 감점’ 통보”…한병락 임실군수 예비후보, 민주당 경선 불참",Social
658,"“주유소 새치기 시비에 흉기를”…경찰, 30대 남성 현행범 체포",Social
659,대전 구봉터널서 중학교 체험학습버스 5중 추돌…학생 등 6명 이송,Social
660,건설일용직 퇴직공제부금 6천500→8천700원 인상‥노사정 합의,Social
661,"""칭얼대서 짜증""⋯1살 딸 장난감으로 때린 40대 엄마, 현행범 체포",Social
662,"“민간유람선 사고를 ‘한강버스’로 둔갑”…서울시, 민주당에 정정·사과 요구 “법적 대응도 검토”",Social
663,"“쯔양 ‘먹토’ 봤다”던 대학 동창, 허위 제보 결말은…벌금 700만원",Social
664,쓰레기 봉투 사재기 대란에···기후장관 “최악의 상황 시 일반 봉투 버리게 허용”,Social
665,장난감으로 퍽퍽…카페서 한살배기 딸 때린 엄마,Social
666,"""4000원짜리 돈가스집 어디야?""…점심값 아껴주는 '거지맵', 청년들 열광",Social
667,"윤병태, 원도심·혁신도시 ‘쌍축 도약’ 승부수…“밤이 빛나는 천년 목사고을”",Social
668,"경찰, 장세일 영광군수 딸 자택 압수수색…금품수수 의혹 수사",Social
669,"""콜레스테롤 수치 '기존보다 더 낮게' 관리하는 게 효과적""",Social
670,[6·3청주]민주당 시장 경선 일주일 앞으로…표심잡기 분주,Social
671,고유가에 주유소 '새치기' 시비…흉기 위협 30대 검거,Social
672,"스타 번역가 황석희, 성범죄 의혹에 ""변호사와 검토 중""",Social
673,고유가 행진 속 주유소에 늘어선 줄…새치기 시비에 흉기 든 30대,Social
674,"""소방훈련 형식적"" 경찰, '74명 사상' 대전 안전공업 직원 진술 확보",Social
675,“만약 최악상황 오면 일반봉투에 버리게 허용”…‘종량제 사재기’ 진화 나선 장관,Social
676,환자 학대 간병인 관리·감독 안한 요양병원장에 벌금 2000만원 선고,Social
677,보성군수 경선 앞두고 ‘허위정보 공세’ 고발…네거티브 과열 [6·3의 선택],Social
678,"흡연 중학생 훈계한 격투기 선수…""일반인이면 맞았을 것"" 무슨일",Social
679,금연했더니 파킨슨병 발병 더 늘었다?…아닌 이유 '이것',Social
680,간병인 학대행위 못 막은 요양병원장 별금형…법원 “관리·감독 책임 인정”,Social
681,[단독] 한양여대 화재로 100여 명 대피...방화 가능성 등 조사,Social
682,"서울시 ""문화원 '성폭력 혐의자 재임용', 성동구 책임…정원오 유감""",Social
683,"'독감에도 출근' 유치원 교사 사망에 전교조 ""직무상 재해 인정해야""",Social
684,"고유가에 화물차 기사들 한숨만...""물동량도 줄어""",Social
685,늘어선 줄에 끼어들자 '흉기 위협'...고유가 속 주유소 '아수라장' [지금이뉴스],Social
686,대전 안전공업 사망자 14명 모두 영면…마지막 발인식,Social
687,"휘발윳값 2천 원 눈앞에…""차 몰기 겁나요""",Social
688,경찰의 총구가 할머니에게 향했다,Social
689,“소방훈련 서류상으로만”…안전공업 직원들 “공장 바닥 기름 가득”,Social
690,"기후장관 ""종량제 봉투 재고 충분… 부족시 일반 봉투에 버리도록 허용""",Social
691,"""또 한 달 일할 수 있어 감사""…'익명 알바생'의 두 번째 기부",Social
692,"""주차해놨더니 바퀴만 통째로 사라져"" 인천서 벌어진 황당 절도",Social
693,강원특별자치도청 신청사 이전 130년 만 첫 삽...정치공방 지속,Social
694,[단독]“원한 철저히 해결해 줄 수 있다”…여전히 활개치는 보복 대행 텔레그램,Social
695,국힘 부산시장 경선 격화…박형준·주진우 연일 '신경전',Social
696,대기업男에 “임신했어” 속여 결혼한 女…3억 빚도 있었다,Social
697,기후장관 “종량제 봉투 부족 시 일반 봉투에 쓰레기 버리기 허용”,Social
698,"‘기름값 폭등’에 흉기 사건까지…30대 남, 주유소서 새치기 차량 위협",Social
699,"섬에어 사천~김포 취항 하루 4편→12편, 서부경남 하늘길 확장",Social
700,터널 안에서 승용차와 중학교 체험학습버스 추돌…6명 이송,Social
701,"""지금은 신정훈 찍어라""…민형배 지지자, 상대 후보 단일화 개입 논란",Social
702,육아 공백 메운 공무원에 보상…육아시간 업무대행 수당 지급 확산,Social
703,꽃 구경 언제 가지?···이번 주 하늘 흐리고 곳곳 ‘봄비’,Social
704,"길 가다 쓰러진 70대, 울진 후포파출소 경찰관들이 목숨 구해",Social
705,"마포구, 은평광역자원순환센터 지분 회복 소송 제기",Social
706,"""반복된 화재에 자체 진화…대피 늦어졌을 가능성"" 안전공업 유족 첫 입장",Social
707,"""대구도 바뀌어야""…김부겸 등판에 대구 민심 '흔들'",Social
708,대학 일반지원 예산 8200억…‘정원감축’ 대학들 300억 추가 지원,Social
709,"""여성 혐오 반성하자""던 황석희 번역가, 성범죄 의혹에 입 열었다",Social
710,사천~김포 노선 3배 확대…섬에어 취항으로 ‘하늘길’ 다시 열린다,Social
711,"김현호 국힘 대전시 서구청장 예비후보 경선 포기…""도덕성·청렴성 원칙 무너져""",Social
712,"""집에 쓰레기 쌓아둘 일 절대 없다""…정부, 최악의 경우 '이 것' 허용",Social
713,[이시각헤드라인] 3월 30일 뉴스현장,Social
714,"미국서 인기 있는 한국산 굴·김, 이렇게 만들어지는 거 알까",Social
715,"주유소 새치기한 얌체 운전자, 흉기로 위협한 30대 남성 경찰 체포",Social
716,"입양아동을 물량?...아동권리보장원 ""부적절한 발언, 조치하겠다""",Social
717,연간 손상환자 355만 명‥소아·청소년 손상 사망 54% 자해·자살,Social
718,"고려대 동탄병원, 2035년 개원 목표…""환자 쏠림 방파제 역할""",Social
719,"정원오, 성폭력논란 성동문화원에 ""서울시 관리""…시 ""책임전가 유감""",Social
720,간병인들이 환자 때리고 학대…'관리 소홀' 요양병원장 벌금형,Social
721,"서철모 대전 서구청장, 의혹 제기에 “전면 부인”",Social
722,“봄철 지리산 접근성 높인다”…남원 ‘정령치 순환버스’ 전 구간 운행 재개,Social
723,'가로등 쾅' 30대男 약물운전…프로포폴 준 50대 동물병원장 구속,Social
724,[6·3경북]'국힘 포항 당협 특정 시장 후보 지지'…당원·시민 바로 잡아야,Social
725,바퀴만 쏙 빠진 BMW “90년대 같은 절도 상상 못해”… 주차장서 도난 신고 잇따라,Social
726,"10년만에 제주~인천 직항 노선 부활… 제주항공, 5월부터 주 2회 왕복 운항",Social
727,"사망 교사 ""B형 독감 죄송, 마스크 출근"", 원장 ""네""...비정한 유치원",Social
728,기후장관 “최악 상황땐 쓰레기 일반봉투에 버리게 허용”,Social
729,"""5일 세워뒀는데""…인천 주차장서 BMW 바퀴 통째로 털렸다",Social
730,"""왜 새치기 해"" 싼 기름 주유소서 흉기 위협한 30대…경찰, 구속영장 신청",Social
731,‘성범죄 전과 의혹’ 황석희 “변호사와 검토 진행 중”,Social
732,"""강철 기둥 녹인 불길에도 기름때 남아 있었다"" 화재 공장 둘러본 유족",Social
733,"서울반도체고, 내년 3월 마이스터고로 새 출발",Social
734,"기후장관, 종량제 대란에 ""1년간 공급 문제 없어, 가격 인상도 없다""",Social
735,"[6·3대구]홍석준, 국힘 대구시장 경선주자 싸잡아 '서울집' 비판",Social
736,"지상파3사 사장단 ""JTBC, 중계권 사태 촉발 책임 있는 입장 표명하라""",Social
737,"""쯔양, 먹고 토하는 것 봤다""…허위 제보한 대학 동창, 벌금형 받았다",Social
738,"""고급 정보 받으려면 현금 투자""…주식리딩방 3억 수거책 송치",Social
739,강원도 신청사 착공…“2029년 완공”,Social
740,주유소에 늘어선 차량…순서 싸움에 흉기까지,Social
741,"[주니어전자]가트너, 2030년 LLM 추론비 90%↓",Social
742,"주유소 문 닫고, 기름값 2900원... 호주에서 체감한 연료 위기",Social
743,장난감으로 퍽퍽…카페서 칭얼댄다고 한 살배기 딸 때린 엄마,Social
744,기름값 급등 속 주유소 끼어들기에 흉기 위협 … 30대 남성 체포,Social
745,"남원역서 90대 승객 선로에 떨어져 사망⋯국토부 ""원인 조사 중""",Social
746,"""종량제봉투 물량 충분""…울산 중구, 사재기 자제 당부",Social
747,"섬에어 1호기, 사천~김포 노선 취항…하루 4차례 왕복 운항",Social
748,“연기 나온다” 창원 공사장서 포탄 발견…“6·25전쟁 당시 아군 탄 추정”,Social
749,"기후장관 ""쓰레기 봉투 부족시 일반 봉투에 버리게 허용""",Social
750,"쓰레기봉투 걱정에…기후장관 ""충분하다, 가격 인상 없어""",Social
751,가까스로 ‘합헌’된 장애인 성폭력 피해 ‘영상 진술’ 증거 인정[플랫],Social
752,새치기 시비에 흉기까지…고유가 속 주유소 천태만상,Social
753,"“갤럭시男 싫다”던 76만 유튜버, 삼성폰 ‘찰칵’…“비하 아니었다” 사과",Social
754,"번역가 황석희, 준유사강간+강제추행치상 보도…""변호사와 검토""",Social
755,"""이렇게 보낼 수는 없다""…대전 안전공업 희생자 마지막 발인",Social
756,"최저임금 노동자 96% ""소득 부족""…최저임금 인상 촉구",Social
757,"안전공업 철거 후 정밀감식 추진…""발화지점 붕괴 심각""",Social
758,TV하이라이트-3월31일,Social
759,인분·래커·전단까지…돈 받고 ‘보복 대행’ 일당 의왕서 검거,Social
760,“중국에 또 뺏길 순 없어”...정년 석학에 5년간 최대 12억 지원,Social
761,"김경기 부장 ""용산국제업무지구 공급 물량 확대 위해 '도시형 캠퍼스' 대안 검토"" [프레스룸 부동산경기시점]",Social
762,고유가에 길어진 주유 줄…새치기에 '흉기 위협'까지,Social
763,무면허 운전으로 차량 2대 들이받은 불법 체류자 구속,Social
764,"홍희관 안산시장 예비후보, 김철진 예비후보 지지 선언",Social
765,행정통합 좌절로 가라앉은 신공항·AX…대구시장 선거서 다시 뜬다,Social
766,“아이가 칭얼대 화가 났다”…한 살배기 딸 장난감으로 폭행한 40대 여성 입건,Social
767,"이원택 의원, 프로야구 11구단 창단·돔 구장 건설 공약",Social
768,"정청래, 대중교통 출근 / 미인대회서 치아가 '툭' / 여학생에 고백한 인도 교수 [프레스룸 뉴스라이브]",Social
769,[단독] “경제적으로 어려워서”…병원서 프로포폴 빼돌려 판매한 동물병원장 구속,Social
770,"서울반도체고, 내년 마이스터고로 문 연다",Social
771,"안전공업 화재 참사 유가족 ""철저한 원인규명 및 책임자 처벌"" 촉구",Social
772,"'벌금형 확정' 장석웅 前교육감, 10억대 선거비 토해낸다",Social
773,"신정훈, 단일후보 확정...전남광주통합특별시 민주당 경선 4파전",Social
774,"황석희, 과거 성범죄 보도에 “변호사와 검토 진행 중”",Social
775,고유가 속 주유소에 늘어선 차량…새치기 시비에 흉기까지,Social
776,李대통령 지지율 62.2%…민주 51.1%·국힘 30.6%,Social
777,"포항시장 경선 앞두고 ‘공정성 정면 충돌’…안승대, “조직개입·도덕성 문제” 동시 제기",Social
778,"드론으로 보고, AI로 알리고…산불 조기에 잡는다",Social
779,미래 탄소까지 당겨쓰는 전쟁... 전 세계 새로운 리더십이 필요하다,Social
780,"""월급에 무슨 일이…"" 건보료 정산에 4월 월급도 희비 교차",Social
781,“감사하게도 일 할 수 있었다”...한 달 알바비 기부한 익명의 천사,Social
782,"'여신도 성폭행' JMS 정명석, '사회 저명인사' 독방 특혜 논란",Social
783,"서울반도체고, 내년 3월 개교…다자녀 동일교 배정도 확대",Social
784,"보령시 ""종량제봉투 재고 충분""…가격 인상설 일축",Social
785,낭만의 여수의 밤 '시간을 달리는 버스커' 운행 시작,Social
786,경기 연천 전곡선사박물관 '세계 최대 주먹찌르개' 공개,Social
787,"김영록 ""신정훈-강기정 후보 단일화 존중""",Social
788,'한국형 초음속 전투기' KF-21 양산 시작…K방산 '훨훨',Social
789,결혼식 평균 비용 '2139만원'…어디에 돈 많이 썼나 보니,Social
790,"""리니지 판박이인데 표절 아니라고?""…논란의 판결 이유는 [정희원의 판례 A/S]",Social
791,폐교 위기였는데 기적 벌어졌다…학생 2배 넘게 뛴 비결,Social
792,"""호텔 같은 독방에서 10년째""…'여신도 성폭행' 정명석, '교도소' 특혜 논란",Social
793,"여수시, 4월부터 '시간을 달리는 버스커' 운행",Social
794,"""쯔양 먹토 봤다""…유튜버에 허위 제보한 대학 동창, 결국",Social
795,"울산시, 인공지능 대전환 현대차 등 10개 기관 AX 동맹",Social
796,조인철 의원 ' 로그기록 의무화 ' 법안 발의,Social
797,"5일만에 가보니 BMW가 돌위에…""타이어·휠 도둑맞았다""",Social
798,"[기자의 창] “민주당이면 당선?” 충남 경선판, 자중지란에 흔들리는 민심",Social
799,"종량제봉투 '사재기 NO, 가격 인상 NO' 걱정 마세요",Social
800,“학원비 제때 환불 못 받아”…교육비 민원 2년 새 1.6배,Social
801,"""불 자주났다"" 대전 안전공업 화재 희생자 유가족 증언[영상]",Social
802,[단독] 기름값 싸 차량 몰리더니…시비 붙자 '흉기 위협',Social
803,"이러니 결혼 안 하지…""밥값만 3600만원"" 결혼 비용 다시 뛰었다",Social
804,“5일 만에 가보니 돌 위에 덩그러니”…BMW 바퀴 4개 통째 사라졌다,Social
805,"김석기 창원시장 예비후보, 강기윤 정조준 '공직자 자격론' 정면 제기",Social
806,“돌아오지 못한 제주 출신 전사자”… 5일동안 유가족 DNA 찾는다,Social
807,"“후지산 직항 뚫었다” 에어부산, 부산~시즈오카 단독 취항",Social
808,또 맞붙은 전한길·이준석? 이번엔 '이준석 하버드 학력' 의혹 제기 [아침&매일경제],Social
809,“바위도 조약돌 넘듯”…세계로 질주하는 K2 전차,Social
810,"또 예능 찾은 한동훈, '전 직장' 국힘이 시끄러운 이유에 대한 답변은? [아침&매일경제]",Social
811,"지선 앞두고 입 연 이명박 ""보수는 그냥 진 게 아니라 참패"" [아침&매일경제]",Social
812,멈추지 않는 경기 물류창고 화재…가연성 샌드위치 패널이 문제?,Social
813,與전남광주통합시장 '격랑'…민형배·김영록·신정훈 3파전,Social
814,"""인생샷 찍었어요""‥관광객 북적, 군항제 벚꽃 활짝",Social
815,"김한근 강릉시장 예비후보 ""강릉 AI 데이터센터, 제2 대왕고래사업""",Social
816,"'미국인 출신' 교황마저 트럼프에 한 마디…""너희 손은 피칠갑이다"" [아침&매일경제]",Social
817,전 창원시의회 의장 14명 강기윤 예비후보 지지 선언,Social
818,[단독] “이재명 방북 비용 300만불 얘기를 안 해”…박상용 검사 “먼저 무리한 요구”,Social
819,차량 2대 들이받아 5명 부상…무면허 뺑소니 20대의 정체,Social
820,'봄의 시작' 서울 벚꽃 '공식' 개화[노컷네컷],Social
821,봄이 왔다! 서울 벚꽃 공식 개화…평년보다 열흘 빨라 [아침&매일경제],Social
822,"세계는 다시 ‘BTS 타임’, 정규 5집 ‘아리랑’ 빌보드 1위",Social
823,"경기지사 격돌…민주 김동연·추미애·한준호 ""지선 압승""",Social
824,신안철교 개량 '광주역 운행 중단' 재검토…임시선 설치 거론,Social
825,유람선 사고 20여 분 뒤 승객이 구조 요청,Social
826,BMW 휠·타이어 통째로 도난…도심 한복판서 이런 일이 ‘황당’,Social
827,"전장연, 서대문역 버스정류장 점거 시위…출근길 버스 운행 지연",Social
828,친구가 전처와 통화했다는 이유로 죽도 휘둘러 주거지 훼손한 50대 집행유예,Social
829,이병규 문화일보 명예회장 추대… 김병직 대표이사 사장 재선임,Social
830,보이스피싱 폭증에… ‘단독판사 심리’ 전환,Social
831,"'데드풀' 번역가 황석희, 성범죄 전과 의혹에…""변호사와 검토 진행 중""",Social
832,"국힘 경북지사 예비후보들 ""탈락 후보 정책도 품는다""…'공약 통합 전략' 구사",Social
833,[12뉴스] 오늘의 주요뉴스,Social
834,경찰관 정부포상 7만 개 전수조사…“고문·사건조작 여부 재검증”,Social
835,"청소년 자해·자살 시도 원인…1위 ‘마음 손상’, 그 다음은?",Social
836,경복궁 화재 ‘자연 발화’ 미스터리… CCTV 정밀 재감식,Social
837,"서울 벚꽃, 평년보다 열흘 빨리 ‘활짝’",Social
838,"""나팔관 수술하고도 야근""…사회복지사 40% ""이직 고민""",Social
839,"연간 손상 환자 355만 명…추락·미끄러짐, 교통사고 앞질러",Social
840,"""사회보장급여 공정하게""…수급자 소득·재산 정기 확인조사",Social
841,"'윗몸일으키기 대신 당기기, 끌기로'...소방 체력평가 방식 바뀐다",Social
842,전국 평균 결혼 비용 2천139만원… 서울 강남 3천466만원 ‘최고’,Social
843,"SBS '물량·소진' 보도에…아동권리보장원 ""직원 부적절 발언 송구, 고강도 쇄신""",Social
844,토박이 아니면 어촌계 가입 못 해… 인권위 “차별”,Social
845,변호사들이 뽑은 올해의 수사관 14명 ‘경찰청장 표창’ 받았다 [세상&],Social
846,"법원 ""증여세 산정 때 1년 5개월 전 같은 단지 거래가 시가 반영 가능""",Social
847,반도체 특화 인재 키우는 서울반도체고 내년 개교,Social
848,"유튜브도 운영, 가짜 투자 리딩방 사기…수거책 구속송치",Social
849,소비자원 “결혼하는데 평균 2139만 원...대관료·식대 ↑”,Social
850,"[단독] ""이재명 완전히 주범돼야""...박상용 검사는 왜 그때 그렇게 말했나",Social
851,"""고급 주식 정보 주겠다"" 투자 사기 조직 현금수거책 구속",Social
852,중국서 와 한국서 생명 나눔…4명 살리고 떠난 60대,Social
853,연간 손상환자 355만명…소아·청소년 손상 사망 54% 자해·자살,Social
854,"""원주민 후손 아니잖아"" 어촌계 가입 거절…인권위 ""차별""",Social
855,청소년 손상 사망자 중 53.9% '자해·자살'…중독도 증가,Social
856,결혼식 비용 평균 2139만원…전국 일제 상승 속 강남만 하락,Social
857,"""반도체 전문인재 양성""…서울반도체고, 내년 3월 개교",Social
858,[단독]“사명감만으론 못버텨요”…전국의료원 12곳 의사 정원 ‘미달’,Social
859,보이스피싱에 합의부 마비… 법 바꿔 ‘재판적체’ 숨통,Social
860,"[취재수첩] 전북도가 말하지 않는 전주올림픽, 숫자의 이면",Social
861,말소車 무면허·음주운전→사고…불법체류 女외국인 영장,Social
862,‘5명 부상’ 무면허 교통사고 내고 도주… 불법체류 20대 외국인 구속,Social
863,"""알면 당선, 모르면 낙마""…선거법 '지뢰밭' 정밀해부",Social
864,"""차량 바퀴가 없어졌다"" 인천서 잇단 신고에 경찰 수사",Social
865,“칭얼대서”…카페서 한살 딸 얼굴 장난감으로 때린 엄마,Social
866,부의 품격은 어디에서 만들어지는가[박용후의 관점],Social
867,"""BMW 바퀴·휠 훔쳐갔다""…공영 주차장에 주차했다 날벼락",Social
868,"""이근안 서훈 16개...고문 관련자 상훈 박탈 전수조사 한 달이면 돼""",Social
869,성폭행범이 저명인사?…정명석 '교도소 독방' 특혜논란,Social
870,"불법체류 외국인, ‘5명 부상’ 교통사고 후 뺑소니…“강제 송환 두려워 도주” 진술",Social
871,"종량제 대란에…기후장관 ""1년 치 이상 무, 가격 인상 없다""",Social
872,"민주당 임실군수 경선, 막판 감점 통보에 후보 반발",Social
873,"""눈치껏 비켜야지""…산책하던 커플 치고 간 민폐 '러닝 크루' 되레 큰소리",Social
874,"""내 전처랑 통화를 해?""…죽도 휘둘러 친구 집 부순 50대",Social
875,2026 로스쿨 합격자 '5명 중 3명'은 SKY,Social
876,"김영록 ""신정훈·강기정 단일화 존중…대표 공약 잘 계승""",Social
877,"""집에 쓰레기 쌓아둘 일 없다"" 종량제 대란 우려 진화 나선 기후부 장관",Social
878,"""친구가 전처랑 통화해서"" 1m 길이 죽도 휘두르고 돌 던진 50대男, 실형 면해",Social
879,HD현대미포서 20대 잠수부 사망…하청 대표 구속 송치,Social
880,"유튜버 쯔양, 사이버레커 '구제역' 이준희 상대 손배소 2심 내달 시작",Social
881,'선수' 먼저 잠입 후 경찰 급습…사행성 PC방 단속현장 가보니,Social
882,"유명 번역가 황석희, '성범죄 의혹' 보도에 ""변호사와 검토 중""",Social
883,"번역가 황석희, ‘성범죄 전과’ 의혹…“변호사와 검토 중”",Social
884,"""항로이탈 vs 수심변화""…한강 유람선 좌초 원인 놓고 서울시·운영사 이견",Social
885,"오스코텍 주총서 이사 5인 선임…""전체 주주 이익 감안""(종합)",Social
886,뺑소니 선처에도 무면허 음주 사고 일으킨 70대…법정구속,Social
887,'교수 갑질 스트레스' 숨진 전남대 대학원생 '직장내 스트레스' 산재 인정됐다,Social
888,"종로구, 창의문 단절구간 복원한다…""한양도성 58년만에 잇는다""",Social
889,"고유가에 화물차 기사들 한숨...""물동량 줄어 걱정""",Social
